,Release Group,Worldwide,Domestic,Foreign,Year
433,Everything Everywhere All at Once,139405704.0,77191785.0,62213919.0,2022
434,Scream,137743924.0,81641405.0,56102519.0,2022
435,Death on the Nile,137307235.0,45630104.0,91677131.0,2022
436,Suzume,132181655.0,10932037.0,121249618.0,2022
437,A Man Called Otto,113190218.0,64267657.0,48922561.0,2022
438,"Lyle, Lyle, Crocodile",110999085.0,46888441.0,64110644.0,2022
439,Halloween Ends,104374176.0,64079860.0,40294316.0,2022
440,The Roundup,101166707.0,812859.0,100353848.0,2022
441,The Woman King,97562514.0,67328130.0,30234384.0,2022
442,Downton Abbey: A New Era,92651384.0,44141550.0,48509834.0,2022
443,K.G.F: Chapter 2,89123940.0,2874000.0,86249940.0,2022
444,Don't Worry Darling,87609403.0,45309403.0,42300000.0,2022
445,Dragon Ball Super: Super Hero,86562140.0,38112140.0,48450000.0,2022
446,Dog,84485461.0,61778069.0,22707392.0,2022
447,Jackass Forever,80563999.0,57743451.0,22820548.0,2022
448,The Menu,79628200.0,38501125.0,41127075.0,2022
449,Chebi: My Fluffy Friend,77609926.0,0.0,77609926.0,2022
450,Avatar 2022 Re-release,76012917.0,24714024.0,51298893.0,2022
451,Violent Night,76004405.0,50057405.0,25947000.0,2022
452,Strange World,73621640.0,37968963.0,35652677.0,2022
453,Detective Conan: The Bride of Halloween,72699093.0,0.0,72699093.0,2022
454,The Northman,69633110.0,34233110.0,35400000.0,2022
455,Moonfall,67319703.0,19060660.0,48234703.0,2022
456,Babylon,63562440.0,15351455.0,48210985.0,2022
457,Whitney Houston: I Wanna Dance with Somebody,59806881.0,23708080.0,36098801.0,2022
458,Beast,59095809.0,31846530.0,27249279.0,2022
459,The Whale,57615635.0,17463630.0,39563064.0,2022
460,Hansan: Rising Dragon,57490985.0,865888.0,56625097.0,2022
461,Confidential Assignment 2: International,54486330.0,0.0,54486330.0,2022
462,Ambulance,52303589.0,22781115.0,29522474.0,2022
463,Marry Me,50541093.0,22438180.0,28102913.0,2022
464,Brahmastra Part One: Shiva,50164785.0,7839108.0,42325677.0,2022
465,The Banshees of Inisherin,49262687.0,10582266.0,38680421.0,2022
466,The Fabelmans,45647323.0,17348945.0,28298378.0,2022
467,Barbarian,45352337.0,40842944.0,4509393.0,2022
468,Prey for the Devil,44658929.0,19802293.0,24856636.0,2022
469,Paws of Fury: The Legend of Hank,42431358.0,17811382.0,24619976.0,2022
470,The Invitation,38036130.0,25100080.0,12936050.0,2022
471,Orphan: First Kill,37083743.0,5413227.0,31670516.0,2022
472,Matilda: The Musical,35617120.0,0.0,35617120.0,2022
473,Kingdom II: Harukanaru Daichi e,34963395.0,0.0,34963395.0,2022
474,The Bob's Burgers Movie,34148750.0,31933830.0,2214920.0,2022
475,Skyfall 2021 Re-release,33943406.0,0.0,33910282.0,2022
476,Hunt,33821338.0,25994.0,33795344.0,2022
477,Tad the Lost Explorer and the Emerald Tablet,32849430.0,67599.0,32781831.0,2022
478,BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000.0,6840000.0,25760000.0,2022
479,Shin Ultraman,32137136.0,601490.0,31535646.0,2022
480,Amsterdam,31245810.0,14947969.0,16297841.0,2022
481,Mrs. Harris Goes to Paris,30947403.0,10433915.0,20513488.0,2022
482,Vikram,29837637.0,1770000.0,28067637.0,2022
483,The Unbearable Weight of Massive Talent,29116320.0,20300157.0,8816163.0,2022
484,Tár,29048571.0,6773650.0,22274921.0,2022
485,Serial (Bad) Weddings 3,27832384.0,0.0,27832384.0,2022
486,The 355,27827745.0,14570455.0,13257290.0,2022
487,The Night Owl,26719364.0,0.0,26719364.0,2022
488,Triangle of Sadness,26214659.0,4608096.0,21606563.0,2022
489,Calendar Girls,25433615.0,0.0,25433615.0,2022
490,The Last 10 Years,25427013.0,0.0,25427013.0,2022
491,The Kashmir Files,24821898.0,1485000.0,23336898.0,2022
492,Hero,24392492.0,0.0,24392492.0,2022
493,The Confidence Man JP: Episode of the Hero,23214581.0,0.0,23214581.0,2022
494,The Witch: Part 2 - The Other One,23068596.0,143723.0,22924873.0,2022
495,Decision to Leave,22581906.0,2179864.0,20402042.0,2022
496,6/45,22263336.0,0.0,22263336.0,2022
497,Doraemon the Movie: Nobita's Little Star Wars 2021,22044058.0,0.0,22044058.0,2022
498,See How They Run,21966634.0,9586237.0,12380397.0,2022
499,Ponniyin Selvan: Part I,21888295.0,4282000.0,17606295.0,2022
500,Monster,21874381.0,434585.0,21439796.0,2022
501,Devotion,21768133.0,20511938.0,1256195.0,2022
502,Silent Parade,21723595.0,0.0,21723595.0,2022
503,Father Stu,21592379.0,20884796.0,707583.0,2022
504,Turning Red,21521622.0,1399001.0,20122621.0,2022
505,Emergency Declaration,21400327.0,412196.0,20988131.0,2022
506,The Amazing Maurice,21115581.0,4303645.0,16811936.0,2022
507,Crayon Shin-chan: Mononoke Ninja Chinpuden,20617005.0,0.0,20617005.0,2022
508,Three Thousand Years of Longing,20282422.0,8286741.0,11995681.0,2022
509,School of Magical Animals 2,19678845.0,0.0,19678845.0,2022
510,After Ever Happy,19238073.0,1072750.0,18165323.0,2022
511,Simone: Woman of the Century,19167164.0,0.0,19167164.0,2022
512,Beast,18911959.0,0.0,18911959.0,2022
513,Broker,18851416.0,1046899.0,17804517.0,2022
514,Godfather,18737287.0,0.0,18737287.0,2022
515,Bhool Bhulaiyaa 2,18307258.0,0.0,18307258.0,2022
516,November,18200422.0,0.0,18200422.0,2022
517,Fragments of the Last Will,17954691.0,0.0,17954691.0,2022
518,The Quintessential Quintuplets Movie,17506171.0,502000.0,17004171.0,2022
519,Fall,17363261.0,7240521.0,10122740.0,2022
520,Even If This Love Disappears from the World Tonight,16848229.0,0.0,16848229.0,2022
521,Wunderschön,16719291.0,0.0,16719291.0,2022
522,Father There Is Only One 3,16401315.0,0.0,16401315.0,2022
523,Dr. Coto's Clinic,16062841.0,0.0,16062841.0,2022
524,Radhe Shyam,15954804.0,1860000.0,14094804.0,2022
525,Blacklight,15902207.0,9591094.0,6311113.0,2022
526,Operation Mincemeat,15710164.0,0.0,15710164.0,2022
527,Maison de retraite,15570823.0,0.0,15570823.0,2022
528,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie",15569229.0,0.0,15569229.0,2022
529,Bheemla Nayak,15243922.0,0.0,15243922.0,2022
530,Bones and All,15234907.0,7834907.0,7400000.0,2022
531,Terrifier 2,15065239.0,10640105.0,4425134.0,2022
532,Firestarter,15039250.0,9739250.0,5300000.0,2022
533,The Wolf of Wall Street 2022 Re-release,15038738.0,0.0,14877539.0,2022
534,Bros,14781867.0,11628165.0,3153702.0,2022
535,Superwho?,14770359.0,0.0,14770359.0,2022
536,X,14740889.0,11765309.0,2975580.0,2022
537,The Chosen Season 3: Episode 1 & 2,14679613.0,14612089.0,67524.0,2022
538,The Duke,14233027.0,1526970.0,12700247.0,2022
539,Sarkaru Vaari Paata,14199018.0,0.0,14199018.0,2022
540,She Said,13944212.0,5825995.0,8118217.0,2022
541,Bodies Bodies Bodies,13929670.0,11446602.0,2483068.0,2022
542,Memory,13897255.0,7329043.0,6568212.0,2022
543,The Legend of Maula Jatt,13842815.0,5016493.0,8826322.0,2022
544,Glass Onion,13280000.0,13280000.0,0.0,2022
545,Valimai,13276393.0,0.0,13276393.0,2022
546,Moonage Daydream,13095781.0,4218925.0,8876856.0,2022
547,Easter Sunday,13074255.0,13013690.0,60565.0,2022
548,Living,12377310.0,3038113.0,9339197.0,2022
549,Guglhupfgeschwader,12307072.0,0.0,12307072.0,2022
550,Laal Singh Chaddha,12093536.0,3401324.0,8692212.0,2022
551,Alienoid,12067556.0,168309.0,11899247.0,2022
552,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11631738.0,1588491.0,10043247.0,2022
553,Till,11498884.0,9000202.0,2498682.0,2022
554,Jug Jugg Jeeyo,11467726.0,1033000.0,10434726.0,2022
555,Empire of Light,11395604.0,1177577.0,10218027.0,2022
556,The Eight Mountains,11374178.0,302456.0,11071722.0,2022
557,Bergen,11325405.0,0.0,11325405.0,2022
558,Rise,11252331.0,0.0,11252331.0,2022
559,Men,11152071.0,7587853.0,3564218.0,2022
560,Chickenhare and the Hamster of Darkness,10885116.0,0.0,10885116.0,2022
561,Warriors of Future,10490328.0,0.0,10490328.0,2022
562,Jurassic Park 2022 Re-release,10380250.0,0.0,10374018.0,2022
563,Land of Legends,10357479.0,0.0,10357479.0,2022
564,The Pirates: The Last Royal Treasure,10258331.0,0.0,10258331.0,2022
565,Vaillante,10143170.0,0.0,10143170.0,2022
566,Table for Six,10138355.0,0.0,10138355.0,2022
567,The Beasts,10067896.0,46105.0,10021791.0,2022
568,Smack Dab Kakha,9995945.0,0.0,9995945.0,2022
569,F3: Fun and Frustration,9849193.0,1195000.0,8654193.0,2022
570,"Good Luck to You, Leo Grande",9795364.0,0.0,9795364.0,2022
571,Pearl,9747742.0,9423445.0,324297.0,2022
572,Rheingold,9701300.0,0.0,9701300.0,2022
573,Spider-Man: No Way Home 2022 Re-release,9613518.0,9321593.0,291925.0,2022
574,Redeeming Love,9464198.0,9214020.0,250178.0,2022
575,Women Talking,9276103.0,5456531.0,3819572.0,2022
576,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,9071701.0,0.0,9071701.0,2022
577,Samrat Prithviraj,8568339.0,0.0,8568339.0,2022
578,Aftersun,8459155.0,1658790.0,6800365.0,2022
579,Life Is Beautiful,8458639.0,0.0,8458639.0,2022
580,Yolki 9,8385030.0,0.0,8385030.0,2022
581,Don,8287406.0,0.0,8287406.0,2022
582,Shotgun Wedding,8277788.0,0.0,8277788.0,2022
583,Vikram Vedha,8234166.0,1589362.0,6644804.0,2022
584,Re/Member,8166175.0,0.0,8166175.0,2022
585,Rabbit Academy: Mission Eggpossible,8066669.0,0.0,8066669.0,2022
586,Acharya,8048175.0,832000.0,7216175.0,2022
587,Il grande giorno,8021940.0,0.0,8021940.0,2022
588,The Tatta's,8000956.0,0.0,8000956.0,2022
589,Ducobu 4 President,7858171.0,0.0,7858171.0,2022
590,Phases of the Moon,7564756.0,0.0,7564756.0,2022
591,777 Charlie,7523995.0,0.0,7523995.0,2022
592,Bachchhan Paandey,7387882.0,0.0,7387882.0,2022
593,Finnick,7368268.0,0.0,7368268.0,2022
594,Lesson in Murder,7348964.0,0.0,7348964.0,2022
595,Family Affairs,7330755.0,0.0,7330755.0,2022
596,Listy do M. 5,7328061.0,0.0,7328061.0,2022
597,Laid-Back Camp Movie,7317913.0,0.0,7317913.0,2022
598,Osomatsusan the Movie 2022 Re-release,7297522.0,0.0,7297522.0,2022
599,The New Toy,7295051.0,0.0,7295051.0,2022
600,Spider-Man: No Way Home,1912233593.0,804793477.0,1107440116.0,2021
601,The Battle at Lake Changjin,902548476.0,342411.0,902206065.0,2021
602,"Hi, Mom",822009764.0,0.0,822009764.0,2021
603,No Time to Die,774153007.0,160891007.0,613262000.0,2021
604,F9: The Fast Saga,726229501.0,173005945.0,553223556.0,2021
605,Detective Chinatown 3,686257563.0,0.0,686257563.0,2021
606,Venom: Let There Be Carnage,506863592.0,213550366.0,293313226.0,2021
607,Godzilla vs. Kong,470116094.0,100916094.0,369200000.0,2021
608,Shang-Chi and the Legend of the Ten Rings,432243292.0,224543292.0,207700000.0,2021
609,Sing 2,408402685.0,162790990.0,245611695.0,2021
610,Eternals,402064899.0,164870234.0,237194665.0,2021
611,Dune,402027830.0,108327830.0,293700000.0,2021
612,Black Widow,379751655.0,183651655.0,196100000.0,2021
613,Free Guy,331526598.0,121626598.0,209900000.0,2021
614,A Quiet Place Part II,297372261.0,160072261.0,137300000.0,2021
615,Encanto,256786742.0,96093622.0,160693120.0,2021
616,Cruella,233503234.0,86103234.0,147400000.0,2021
617,"My Country, My Parents",221831086.0,177133.0,221653953.0,2021
618,Jungle Cruise,220889446.0,116987516.0,103901930.0,2021
619,The Conjuring: The Devil Made Me Do It,206431050.0,65631050.0,140800000.0,2021
620,Raging Fire,205842393.0,385305.0,205457088.0,2021
621,Ghostbusters: Afterlife,204334455.0,129360575.0,74973880.0,2021
622,Chinese Doctors,197143218.0,0.0,197143218.0,2021
623,Cliff Walkers,181325565.0,152972.0,181172593.0,2021
624,The Suicide Squad,168717425.0,55817425.0,112900000.0,2021
625,Jujutsu Kaisen 0,166760828.0,34542754.0,132218074.0,2021
626,Space Jam: A New Legacy,163692228.0,70592228.0,93100000.0,2021
627,The Matrix Resurrections,157386805.0,37686805.0,119700000.0,2021
628,Peter Rabbit 2: The Runaway,153901717.0,40501717.0,113400000.0,2021
629,House of Gucci,153269161.0,53809574.0,99459587.0,2021
630,A Writer's Odyssey,150123320.0,160013.0,149963307.0,2021
631,The Boss Baby 2: Family Business,146745280.0,57300280.0,89445000.0,2021
632,PAW Patrol: The Movie,144327371.0,40127371.0,104200000.0,2021
633,Tom & Jerry,136536687.0,46536687.0,90000000.0,2021
634,Be Somebody,132326332.0,0.0,132326332.0,2021
635,Halloween Kills,131647155.0,92002155.0,39645000.0,2021
636,Raya and the Last Dragon,130423032.0,54723032.0,75700000.0,2021
637,Sister,128317206.0,0.0,128317206.0,2021
638,The King's Man,125897478.0,37176373.0,88721105.0,2021
639,The Addams Family 2,119815153.0,56489153.0,63326000.0,2021
640,My Love,116720921.0,86252.0,116634669.0,2021
641,Clifford the Big Red Dog,107347356.0,48947356.0,58400000.0,2021
642,Wrath of Man,103966489.0,27466489.0,76500000.0,2021
643,Detective Conan: The Scarlet Bullet,95371578.0,0.0,95371578.0,2021
644,Evangelion: 3.0+1.01 Thrice Upon a Time,93882453.0,810744.0,93071709.0,2021
645,End Game,91824961.0,23149.0,91801812.0,2021
646,Old,90146510.0,48276510.0,41870000.0,2021
647,Mortal Kombat,84426031.0,42326031.0,42100000.0,2021
648,Boonie Bears: The Wild Life,78132231.0,0.0,78132231.0,2021
649,Candyman,77411570.0,61186570.0,16225000.0,2021
650,The Forever Purge,76994245.0,44539245.0,32455000.0,2021
651,West Side Story,76016171.0,38530322.0,37485849.0,2021
652,1921,75159828.0,0.0,75159828.0,2021
653,Hitman's Wife's Bodyguard,70060492.0,38014727.0,32045765.0,2021
654,Escape Room: Tournament of Champions,65774490.0,25314753.0,40459737.0,2021
655,Belle,64666502.0,4018313.0,60648189.0,2021
656,Ron's Gone Wrong,60692022.0,23009270.0,37682752.0,2021
657,Cloudy Mountain,58348836.0,0.0,58348836.0,2021
658,Avatar 2021 Re-release,57995770.0,0.0,57995770.0,2021
659,Nobody,57510518.0,27568035.0,29942483.0,2021
660,New Gods: Nezha Reborn,56088478.0,0.0,56088478.0,2021
661,Upcoming,54300000.0,0.0,54300000.0,2021
662,Don't Breathe 2,53785551.0,32712950.0,21072601.0,2021
663,Man in Love,52946097.0,0.0,52946097.0,2021
664,Break Through the Darkness,52700000.0,0.0,52700000.0,2021
665,Schemes in Antiques,51637422.0,36501.0,51600921.0,2021
666,Luca,51074773.0,1324302.0,49750471.0,2021
667,Belfast,49158709.0,9250870.0,39907839.0,2021
668,My Hero Academia: World Heroes' Mission,46940541.0,12271658.0,34668883.0,2021
669,The French Dispatch,46333545.0,16124375.0,30209170.0,2021
670,In the Heights,45175167.0,29975167.0,15200000.0,2021
671,Love Will Tear Us Apart,45060290.0,0.0,45060290.0,2021
672,Spirit Untamed,42717215.0,17716215.0,25001000.0,2021
673,Resident Evil: Welcome to Raccoon City,41914915.0,17000612.0,24914303.0,2021
674,Spiral,40618920.0,23216862.0,17402058.0,2021
675,Snake Eyes,40064325.0,28264325.0,11800000.0,2021
676,Tokyo Revengers,39714624.0,0.0,39714624.0,2021
677,Nightmare Alley,39629195.0,11338107.0,28291088.0,2021
678,Nomadland,39458207.0,3700000.0,35758207.0,2021
679,King Richard,39429285.0,15129285.0,24300000.0,2021
680,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695.0,0.0,38052695.0,2021
681,The Yinyang Master,37690000.0,0.0,37690000.0,2021
682,Rurouni Kenshin: Final Chapter Part I - The Final,36964978.0,0.0,36964978.0,2021
683,The Door Lock,36100000.0,0.0,36100000.0,2021
684,We Made a Beautiful Bouquet,35042879.0,0.0,35042879.0,2021
685,Malignant,34891791.0,13391791.0,21500000.0,2021
686,Licorice Pizza,33274040.0,17318007.0,15956033.0,2021
687,Respect,32882823.0,24278399.0,8604424.0,2021
688,Big Red Envelope,32800000.0,0.0,32800000.0,2021
689,Masquerade Night,32287400.0,0.0,32287400.0,2021
690,Once Upon a Time in Hong Kong,32218874.0,0.0,32218874.0,2021
691,Home Sweet Home,32178677.0,0.0,32178677.0,2021
692,The Little Things,30842746.0,15342746.0,15500000.0,2021
693,The Unholy,30832137.0,15532137.0,15300000.0,2021
694,The Last Duel,30552111.0,10853945.0,19698166.0,2021
695,Escape from Mogadishu,29902716.0,346271.0,29556445.0,2021
696,Master,28692230.0,0.0,28692230.0,2021
697,The Last Warrior: Root of Evil,28357398.0,0.0,28357398.0,2021
698,The Last Warrior: A Messenger of Darkness,27052365.0,0.0,27052365.0,2021
699,American Underdog,26514814.0,26514814.0,0.0,2021
700,Chaos Walking,26508132.0,13287908.0,13220224.0,2021
701,The Courier,26001227.0,6613432.0,19387795.0,2021
702,Spencer,25246967.0,7086632.0,18160335.0,2021
703,Parallel Mothers,23099858.0,2297501.0,20802357.0,2021
704,The Marksman,23076711.0,15566093.0,7510618.0,2021
705,99.9 Criminal Lawyer: The Movie,23055069.0,0.0,23055069.0,2021
706,Last Night in Soho,22957625.0,10127625.0,12830000.0,2021
707,The Day We Lit Up the Sky,22500000.0,0.0,22500000.0,2021
708,School of Magical Animals,21984454.0,288414.0,21696040.0,2021
709,Kaamelott: First Installment,21979122.0,188000.0,21791122.0,2021
710,After We Fell,21753705.0,2170750.0,19582955.0,2021
711,Rurouni Kenshin: Final Chapter Part II - The Beginning,21318560.0,0.0,21318560.0,2021
712,Wish Dragon,21120000.0,0.0,21120000.0,2021
713,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,20752104.0,0.0,20752104.0,2021
714,Stillwater,19754272.0,14465535.0,5288737.0,2021
715,The Wolf and the Lion,19510578.0,2072173.0,17438405.0,2021
716,Les Tuche 4,19259766.0,0.0,19259766.0,2021
717,Dear Evan Hansen,19133454.0,15002646.0,4130808.0,2021
718,Those Who Wish Me Dead,19107200.0,7407200.0,11700000.0,2021
719,The Pioneer,18900000.0,0.0,18900000.0,2021
720,The Green Knight,18887953.0,17173321.0,1714632.0,2021
721,Antlers,18867659.0,10619670.0,8247989.0,2021
722,Sinkhole,18816801.0,0.0,18816801.0,2021
723,Mobile Suit Gundam: Hathaway,18731309.0,0.0,18731309.0,2021
724,The Stronghold,18066143.0,0.0,18066143.0,2021
725,"Dad, I'm Sorry",17480489.0,350000.0,17130489.0,2021
726,Gintama: The Final,17252960.0,0.0,17252960.0,2021
727,Railway Heroes,17223704.0,0.0,17223704.0,2021
728,Your Turn to Kill,16511822.0,0.0,16511822.0,2021
729,Cry Macho,16510734.0,10310734.0,6200000.0,2021
730,Reminiscence,16400193.0,3900193.0,12500000.0,2021
731,Legend No. 17,16096860.0,0.0,16096860.0,2021
732,Upon the Magic Roads,15990882.0,0.0,15990882.0,2021
733,Harry Potter and the Sorcerer's Stone 2021 Re-release,15591681.0,799342.0,14604379.0,2021
734,The Dry,15576286.0,364237.0,15212049.0,2021
735,The Night House,15437703.0,7100581.0,8337122.0,2021
736,Drive My Car,15364572.0,2352240.0,13012332.0,2021
737,Minari,15288578.0,3110580.0,12177998.0,2021
738,Something About Love,15204017.0,0.0,15204017.0,2021
739,Anita,15017470.0,556632.0,14460838.0,2021
740,The Tomorrow War,14400000.0,0.0,14400000.0,2021
741,And So the Baton Is Passed,14368469.0,0.0,14368469.0,2021
742,Sword Art Online: Progressive - Aria of a Starless Night,14032747.0,1050000.0,12982747.0,2021
743,Christmas with the Chosen: The Messengers,13728000.0,13728000.0,0.0,2021
744,Eiffel,13649605.0,444814.0,13204791.0,2021
745,OSS 117: From Africa with Love,13457801.0,0.0,13457801.0,2021
746,Hostage: Missing Celebrity,13174292.0,0.0,13174292.0,2021
747,Vakeel Saab,13056490.0,0.0,13056490.0,2021
748,The Many Saints of Newark,13037403.0,8237403.0,4800000.0,2021
749,The Monkey King: Reborn,13017088.0,0.0,13017088.0,2021
750,No Escapes,12916151.0,0.0,12916151.0,2021
751,The Bodin's in the Land of Smile,12872253.0,0.0,12872253.0,2021
752,The Worst Person in the World,12687507.0,3034775.0,9652732.0,2021
753,Character,12628017.0,0.0,12628017.0,2021
754,On the Line,12522284.0,0.0,12522284.0,2021
755,On Your Mark,12100000.0,0.0,12100000.0,2021
756,Stand by Me,11900000.0,0.0,11900000.0,2021
757,The Fable: The Killer Who Doesn't Kill,11325545.0,0.0,11325545.0,2021
758,What Did You Eat Yesterday?,11320893.0,0.0,11320893.0,2021
759,Aline,11149943.0,667815.0,10482128.0,2021
760,Krack,10442916.0,0.0,10442916.0,2021
761,The Last Warrior,10363914.0,0.0,10363914.0,2021
762,Kaiserschmarrndrama,10357720.0,0.0,10357720.0,2021
763,"Caution, Hazardous Wife: The Movie",10356359.0,0.0,10356359.0,2021
764,Detective Conan: The Scarlet Alibi,10308627.0,0.0,10308627.0,2021
765,Never Stop,10224935.0,0.0,10224935.0,2021
766,Ainbo,10172403.0,0.0,10172403.0,2021
767,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,9742510.0,0.0,9742510.0,2021
768,Black Box,9738741.0,0.0,9738741.0,2021
769,The Soul,9600000.0,0.0,9600000.0,2021
770,¡A todo tren! Destino Asturias,9544171.0,0.0,9544171.0,2021
771,Baragaki: Unbroken Samurai,9481437.0,0.0,9481437.0,2021
772,Dad,9267397.0,0.0,9267397.0,2021
773,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,8990599.0,0.0,8377569.0,2021
774,All About My Mother,8900000.0,0.0,8900000.0,2021
775,Moonbound,8864412.0,0.0,8864412.0,2021
776,The Eleventh Chapter,8844997.0,0.0,8844997.0,2021
777,The Medium,8826689.0,0.0,8826689.0,2021
778,The Vault,8803864.0,0.0,8803864.0,2021
779,Kaguya-sama: Love Is War,8794981.0,0.0,8794981.0,2021
780,The Protégé,8737253.0,7446823.0,1290430.0,2021
781,Lost Illusions,8635184.0,126391.0,8508793.0,2021
782,Agent Backkom: King's Bear,8578734.0,0.0,8578734.0,2021
783,Pil's Adventures,8567345.0,0.0,8567345.0,2021
784,Honey Lemon Soda,8441488.0,0.0,8441488.0,2021
